pair_speaker,from_ts,to_ts,words,is_present,window
ch28,301.07,304.07,and the mirror,false,564
ch28,302.878,305.878,what colour was the mirror do you remember?,false,1548
ch28,304.69100000000003,307.69100000000003,it was red,false,678
ch28,305.557,308.557,and what shape was it?,false,1054
ch28,310.14050000000003,313.14050000000003,yeah the mirror inside was a circle,false,1575
ch28,311.9125,314.9125,and the red bit was like a flower wasn't it?,false,1969
ch28,315.5305,318.5305,yeah,false,469
ch28,323.321,326.321,so there what does the tongs do?,false,1326
ch28,324.5795,327.5795,they go <noise>,false,1191
ch28,328.45,331.45,and they pick things up don't they,false,1384
ch28,329.5485,332.5485,yeah,false,457
ch28,331.7785,334.7785,and what about the pliers?,false,1301
ch28,332.7915,335.7915,how did you do that,false,725
ch28,333.4595,336.4595,you go like this,false,611
ch28,335.21500000000003,338.21500000000003,<noise>,false,362
ch28,336.3285,339.3285,to grab things,false,825
ch28,337.285,340.285,yeah that's right,false,1088
ch28,344.7845,347.7845,how would do with our home?,false,1213
ch28,347.1835,350.1835,what would,false,549
ch28,349.997,352.997,we go <noise> wouldn't we with the whisk,false,2286
ch28,358.50600000000003,361.50600000000003,what colours do you remember that the binoculars were?,false,2860
ch28,364.019,367.019,you don't remember?,false,920
ch28,367.0705,370.0705,the binoculars,false,975
ch28,368.22,371.22,what colours were they?,false,990
ch28,369.91200000000003,372.91200000000003,they had blue and,false,2232
ch28,372.487,375.487,oh,false,132
ch28,373.343,376.343,i don't remember there being red,false,1580
ch28,375.0405,378.0405,i remember them being yellow,false,1027
ch28,414.861,417.861,yeah,false,496
ch28,416.984,419.984,and what did you see through the binoculars?,false,2062
ch28,420.789,423.789,what did you look at?,false,918
ch28,423.809,426.809,the trees and me,false,1062
ch28,425.697,428.697,and did we look far away,false,1650
ch28,427.124,430.124,or did we look close up?,false,1204
ch28,430.6875,433.6875,we looked further away?,false,1357
ch28,433.0895,436.0895,are you sure?,false,761
ch28,434.5265,437.5265,<laugh>,false,273
ch28,434.8415,437.8415,yeah,false,357
ch28,437.427,440.427,i think it's suppose to go the other way around honey,false,1986
ch28,439.30400000000003,442.30400000000003,i think there's a little further away some closer,false,1768
ch28,447.36150000000004,450.36150000000004,so we had the mirror,false,823
ch28,448.937,451.937,and we got to see ourselves,false,1034
ch28,450.285,453.285,and it had a mirror both sides didn't it,false,1662
ch28,457.97700000000003,460.97700000000003,and we had the binoculars,false,1788
ch28,460.132,463.132,and the tongs,false,904
ch28,463.2305,466.2305,what colour were the tongs?,false,1119
ch28,464.5405,467.5405,do you remember?,false,551
ch28,468.3655,471.3655,have a th have a think,false,1767
ch28,470.48,473.48,what colour were the tongs that we picked up with?,false,2268
ch28,475.2495,478.2495,they were black weren't they,false,1371
ch28,479.76050000000004,482.76050000000004,but they grab don't they,false,939
ch28,480.582,483.582,that's right,false,704
ch28,481.982,484.982,and the pliers,false,882
ch28,483.0565,486.0565,what colour were the pliers?,false,1267
ch28,485.079,488.079,they were like an orange don't they?,false,1200
ch28,502.107,505.107,wow,true,1224
ch28,503.89500000000004,506.89500000000004,these are some interesting animals aren't they,true,2352
ch28,507.4495,510.4495,wow,true,821
ch28,512.572,515.572,ha,true,350
ch28,513.683,516.683,wow,true,544
ch28,514.6850000000001,517.6850000000001,so we've got who is this?,true,1460
ch28,516.472,519.472,he's a lion,true,620
ch28,517.332,520.332,and what does he do?,true,1100
ch28,520.7185000000001,523.7185000000001,do you know what animal this one is?,true,1633
ch28,524.6575,527.6575,it is a bit like a monkey,true,1619
ch28,527.2365,530.2365,it's called can i tell you what it's called?,true,2157
ch28,531.2815,534.2815,well i could see why you would say that,true,1781
ch28,533.187,536.187,because it's black and white isn't it,true,2030
ch28,535.787,538.787,but this one is called a lemur,true,2594
ch28,538.6575,541.6575,a lemur,true,767
ch28,543.471,546.471,it's called a lemur,true,1190
ch28,545.6295,548.6295,yeah,true,443
ch28,548.6945000000001,551.6945000000001,you want the lion to scare the lemur,true,1697
ch28,550.863,553.863,<noise>,true,2146
ch28,552.202,555.202,off you go,true,532
ch28,552.683,555.683,ha,true,430
ch28,553.878,556.878,and whose the lemur going to hide behind?,true,1960
ch28,555.686,558.686,whose there?,true,480
ch28,558.6965,561.6965,the octopus to scare him away,true,1633
ch28,560.0665,563.0665,wo,true,1107
ch28,561.3870000000001,564.3870000000001,i'm scared of that octopus,true,1534
ch28,562.8895,565.8895,wo,true,1471
ch28,564.189,567.189,<laugh>,true,466
ch28,566.381,569.381,ha,true,414
ch28,566.701,569.701,oh,true,226
ch28,567.1605,570.1605,no,true,693
ch28,568.0840000000001,571.0840000000001,poor lion,true,1154
ch28,569.914,572.914,i don't think he meant to scare them that much,true,1862
ch28,572.2255,575.2255,and who else have we got over here that could join in our game?,true,2761
ch28,574.5875,577.5875,ha,true,925
ch28,575.562,578.562,do you know,true,1024
ch28,576.442,579.442,ha,true,464
ch28,579.287,582.287,look at this one,true,964
ch28,580.3870000000001,583.3870000000001,look at this one,true,776
ch28,580.9110000000001,583.9110000000001,wu,true,272
ch28,581.837,584.837,look at the eyelashes,true,1580
ch28,584.903,587.903,do you know what what animal this is?,true,2282
ch28,587.181,590.181,have you ever seen one of these before?,true,1812
ch28,590.2865,593.2865,we've seen one of these in the horniman's museum,true,2337
ch28,592.362,595.362,do you remember what it's called?,true,1352
ch28,596.158,599.158,it's called an o,true,2212
ch28,599.3345,602.3345,ostrich,true,1457
ch28,602.091,605.091,an ostrich,true,1382
ch28,603.66,606.66,hallo,true,648
ch28,606.08,609.08,the lion is scaring you,true,1064
ch28,606.8085,609.8085,oh,true,393
ch28,608.032,611.032,no lion that's really not very kind,true,2054
ch28,609.864,612.864,you leave mister lemur alone,true,1610
ch28,611.775,614.775,lemur is just playing,true,1026
ch28,614.058,617.058,are you okay mister lemur,true,1342
ch28,616.9485,619.9485,my name is ostrich,true,1111
ch28,619.235,622.235,can you say hallo to me?,true,908
ch28,620.1565,623.1565,hallo lemur,true,935
ch28,621.1555,624.1555,hallo ostrich,true,813
ch28,623.4035,626.4035,oh,true,623
ch28,624.7605,627.7605,let's let the ostrich sit down here and have a little,true,2091
ch28,626.7865,629.7865,and the bat,true,913
ch28,627.4705,630.4705,ha,true,455
ch28,628.3175,631.3175,is the bat flying above?,true,1239
ch28,629.362,632.362,oh,true,650
ch28,630.093,633.093,wu,true,376
ch28,631.244,634.244,i'm not scared of the bat,true,1252
ch28,632.3385000000001,635.3385000000001,i'm a big lion,true,937
ch28,634.5335,637.5335,hallo mister bat,true,1019
ch28,639.6805,642.6805,i didn't mean to,true,999
ch28,641.2055,644.2055,i'm just very big and very loud,true,1749
ch28,649.59,652.59,whose that one with the big orange beak?,true,1882
ch28,651.5120000000001,654.5120000000001,whose this?,true,900
ch28,657.588,660.588,it's another creature it is,true,1428
ch28,659.0695000000001,662.0695000000001,do you remember what this is called?,true,1535
ch28,660.743,663.743,we've got one of these at nanny's house,true,1812
ch28,662.255,665.255,the toy one,true,650
ch28,663.3365,666.3365,do you remember what this is called?,true,1513
ch28,665.159,668.159,it's got a long beak,true,1222
ch28,668.693,671.693,he's a toucan,true,2354
ch28,676.5055,679.5055,the lion scared you,true,1575
ch28,677.5465,680.5465,oh,true,307
ch28,678.9735000000001,681.9735000000001,bat that's not very kind of lion is it,true,2235
ch28,681.0455000000001,684.0455000000001,let's all get together,true,1007
ch28,685.8395,688.8395,so whose going to join the club?,true,1493
ch28,687.952,690.952,we've got whose this one?,true,1306
ch28,692.302,695.302,do you remember what he's called?,true,872
ch28,696.2705,699.2705,ostrich,true,945
ch28,698.3955,701.3955,that's it,true,357
ch28,699.0735,702.0735,ostrich,true,853
ch28,700.977,703.977,and mister toucan,true,2432
ch28,703.617,706.617,do you remember what he's called?,true,962
ch28,706.1030000000001,709.1030000000001,lemur,true,842
ch28,707.8645,710.8645,lemur,true,569
ch28,709.0455000000001,712.0455000000001,and you know this one don't you?,true,1389
ch28,711.1205,714.1205,yeah,true,419
ch28,712.3205,715.3205,and mister octopus,true,1779
ch28,716.362,719.362,i think they need to go back away,true,1822
ch28,717.6425,720.6425,we're gonna put them back,true,739
ch28,718.5425,721.5425,bye bat,true,825
ch28,720.812,723.812,you say goodbye to octopus,true,1250
ch28,726.3565,729.3565,bye,true,653
ch28,727.399,730.399,ha,true,460
ch28,734.1665,737.1665,who was who was the lion scaring,false,2273
ch28,739.0365,742.0365,the lion scared the lemur,false,1663
ch28,740.144,743.144,oh,false,552
ch28,741.0980000000001,744.0980000000001,and then what did the lemur do,false,1356
ch28,744.1385,747.1385,it run away,false,851
ch28,745.422,748.422,and it hid behind,false,1716
ch28,748.374,751.374,who did it hide behind,false,1262
ch28,752.655,755.655,it hid behind the,false,1260
ch28,754.703,757.703,whose got lots and lots of wavy legs?,false,2590
ch28,757.4060000000001,760.4060000000001,the o,false,1238
ch28,761.069,764.069,octopus,false,1264
ch28,762.73,765.73,behind the octopus,false,1624
ch28,771.088,774.088,ostriches,false,644
ch28,772.311,775.311,you know they have very very big eggs,false,1802
ch28,773.668,776.668,they are really big,false,912
ch28,776.381,779.381,and then who else do you remember?,false,1628
ch28,778.029,781.029,then the bat was there wasn't he,false,1668
ch28,779.3535,782.3535,and he flew across,false,981
ch28,781.26,784.26,and he said you leave you leave poor mister lemur alone,false,2832
ch28,793.9595,796.9595,the toucan,false,1371
ch28,795.384,798.384,good memory,false,1356
ch28,796.583,799.583,well done,false,692
ch28,804.5605,807.5605,yeah,false,433
ch28,811.927,814.927,and some of them you'd never ever heard of before,false,1992
ch28,821.4300000000001,824.4300000000001,do you think he would be scared still?,false,1410
ch28,831.8075,834.8075,ah,false,663
ch28,833.6885,836.6885,that's that's right,false,1267
ch28,835.0825,838.0825,so he wouldn't be scared would he,false,1371
ch28,836.857,839.857,because he would remember that that the lion was kind,false,2178
ch28,838.5955,841.5955,and he didn't mean to scare him,false,1299
ch28,839.7625,842.7625,and then they have a cuddle,false,1035
ch28,841.7705,844.7705,that's really that's really nice,false,1617
ch28,857.602,860.602,and the lion it meant that the lion had some new friends,false,2652
ch28,860.6030000000001,863.6030000000001,because people are only scared of the lion aren't they?,false,2080
ch28,865.226,868.226,they do run away,false,1036
ch28,867.1495,870.1495,when they see a big lion in the in the jungle,false,2149
ch28,869.864,872.864,they think oh there's a big scary lion,false,2258
ch28,874.5175,877.5175,ha,false,389
ch28,875.772,878.772,what do you think they might say,false,1260
ch28,880.972,883.972,they might say go away lion because we're scared of you,false,2864
ch28,884.711,887.711,but the lion might just want to be some of their friends,false,2300
ch28,891.548,894.548,hm,false,356
ch28,892.7115,895.7115,what do you think what was your favourite one?,false,1489
ch28,894.7760000000001,897.7760000000001,of all of those toys what was your favourite?,false,2320
ch28,905.2655,908.2655,my favourite was the,false,2771
ch28,907.9715,910.9715,i think i quite like the lemur,false,1419
ch28,909.5845,912.5845,it reminded me of,false,835
ch28,911.8085,914.8085,ha,false,693
ch28,913.0625,916.0625,can we not both like the lemur?,false,1337
ch28,914.9555,917.9555,no,false,591
ch28,915.859,918.859,only one person,false,1216
ch28,917.5210000000001,920.5210000000001,oh,false,404
ch28,917.9295000000001,920.9295000000001,okay,false,413
ch28,919.1465000000001,922.1465000000001,so you having the lemur as your favourite,false,2021
ch28,921.4920000000001,924.4920000000001,okay,false,480
ch28,931.3265,934.3265,<laugh>,false,429
ch28,932.173,935.173,the ostrich and the lemur,false,1264
ch28,935.299,938.299,you love those one,false,902
ch28,940.4835,943.4835,oh,false,229
ch28,940.722,943.722,okay,false,248
ch28,941.823,944.823,only one person can like them the most,false,1954
ch28,943.8855,946.8855,em,false,297
ch28,944.832,947.832,but what if we both like the same one?,false,1596
ch28,948.328,951.328,ha,true,272
ch28,949.6510000000001,952.6510000000001,what do we have here?,true,1032
ch28,958.0395,961.0395,do you know what this is?,true,1181
ch28,961.7055,964.7055,you know what some of these are don't you,true,1649
ch28,965.9745,968.9745,ho,true,509
ch28,966.8000000000001,969.8000000000001,wow,true,1142
ch28,970.3025,973.3025,i don't know,true,345
ch28,970.844,973.844,if it does turn on,true,738
ch28,971.564,974.564,we can have a look,true,702
ch28,972.025,975.025,oh,true,220
ch28,972.2135000000001,975.2135000000001,yeah,true,157
ch28,972.8235,975.8235,see this is the button,true,1063
ch28,973.715,976.715,so what are we turning on?,true,720
ch28,974.428,977.428,what is this?,true,706
ch28,976.326,979.326,what it called?,true,832
ch28,979.1715,982.1715,it is,true,537
ch28,980.1505,983.1505,and what's it called when it's not a big piano?,true,1421
ch28,981.628,984.628,it's called a keyboard isn't it,true,1534
ch28,983.8430000000001,986.8430000000001,yeah so it's a keyboard,true,1224
ch28,985.4540000000001,988.4540000000001,and what's this one?,true,898
ch28,986.7145,989.7145,what's that?,true,481
ch28,990.397,993.397,can you re do you recognise this red and black one,true,2098
ch28,992.119,995.119,what instrument is this?,true,1346
ch28,996.2455,999.2455,what instrument,true,681
ch28,997.6295,1000.6295,it is a violin,true,1121
ch28,999.3275,1002.3275,do you know how people play the violin?,true,1605
ch28,1001.28,1004.28,can you show me how you think people play it?,true,1814
ch28,1003.0690000000001,1006.0690000000001,nicely nicely,true,1222
ch28,1005.7525,1008.7525,have you ever seen anyone play a violin before?,true,2033
ch28,1007.4275,1010.4275,what they do,true,371
ch28,1007.9535000000001,1010.9535000000001,can i show you?,true,681
ch28,1009.053,1012.053,yeah,true,230
ch28,1010.6370000000001,1013.6370000000001,they have it underneath their heads like this,true,2060
ch28,1011.934,1014.934,and they go,true,534
ch28,1017.6410000000001,1020.6410000000001,you know that one very well,true,1370
ch28,1019.0025,1022.0025,what one's that?,true,845
ch28,1020.442,1023.442,you have one of these yourself,true,1170
ch28,1021.37,1024.3700000000001,what's it called?,true,686
ch28,1024.5910000000001,1027.5910000000001,what's this called?,true,806
ch28,1029.69,1032.69,what's this one called that you've got at home?,true,1630
ch28,1030.9925,1033.9925,what's this?,true,481
ch28,1033.647,1036.647,what's it called?,true,562
ch28,1034.676,1037.676,what's it called?,true,700
ch28,1036.529,1039.529,you can't remember,true,520
ch28,1037.604,1040.604,it's a harmonica isn't it,true,1630
ch28,1042.7195,1045.7195,yeah you've got a silver one haven't you,true,1671
ch28,1045.4605,1048.4605,have you ever played these before?,true,1407
ch28,1047.6745,1050.6745,do you know how they work?,true,969
ch28,1053.42,1056.42,these are castanets,true,1456
ch28,1055.3725,1058.3725,and you put one in each hand,true,1561
ch28,1056.8695,1059.8695,shall we get one of our hands,true,1013
ch28,1057.935,1060.935,and you click them together,true,1018
ch28,1059.4660000000001,1062.4660000000001,that's it,true,606
ch28,1060.3955,1063.3955,so people do it like this,true,715
ch28,1060.8455000000001,1063.8455000000001,they go,true,185
ch28,1063.7455,1066.7455,<laugh>,true,1119
ch28,1064.696,1067.696,course you can,true,782
ch28,1065.8935000000001,1068.8935000000001,you have a go,true,613
ch28,1068.865,1071.865,that's it,true,594
ch28,1070.84,1073.84,i'm going to play the maracas at the same time,true,2708
ch28,1077.623,1080.623,we have a nice little,true,896
ch28,1079.016,1082.016,should make a make a beat to a song,true,1890
ch28,1083.7245,1086.7245,you played these before at music group haven't you,true,1927
ch28,1085.861,1088.861,the claves,true,1034
ch28,1092.2015000000001,1095.2015000000001,well that's a bow,true,1179
ch28,1093.9335,1096.9335,so when you have a violin you have this bit,true,2055
ch28,1095.9725,1098.9725,it's called well i think it's called the bow,true,2023
ch28,1104.8705,1107.8705,no we don't need to break it though,true,1379
ch28,1107.608,1110.608,so this one,true,590
ch28,1108.9285,1111.9285,you know this is called?,true,1073
ch28,1110.5105,1113.5105,you got lots of these,true,1225
ch28,1112.5535,1115.5535,this is called a maraca maracas,true,2355
ch28,1115.6435000000001,1118.6435000000001,maracas,true,971
ch28,1119.8245,1122.8245,i quite like the castanet,true,1165
ch28,1121.5785,1124.5785,i've not seeing these since i was a very little girl just like you,true,2343
ch28,1124.038,1127.038,i used to play with ones like this,true,2576
ch28,1126.291,1129.291,you take one and i do one too?,true,1228
ch28,1128.112,1131.112,yeah?,true,314
ch28,1129.6045,1132.6045,this a castanets,true,1537
ch28,1134.182,1137.182,can you say castanets?,true,1396
ch28,1136.239,1139.239,that's it,true,320
ch28,1136.926,1139.926,castanets,true,1054
ch28,1139.3785,1142.3785,can you have the castanets,true,2201
ch28,1140.6975,1143.6975,there you go,true,437
ch28,1142.6895,1145.6895,you do though,true,423
ch28,1148.0485,1151.0485,and i gonna do the claves at the same time,true,1995
ch28,1152.2035,1155.2035,you do the harmonica yeah,true,871
ch28,1153.257,1156.257,you're really good at the harmonica,true,1236
ch28,1157.7350000000001,1160.7350000000001,and i'm gonna pretend to play the keyboard,true,1604
ch28,1159.2765,1162.2765,<noise>,true,1479
ch28,1166.3825,1169.3825,wow,true,343
ch28,1167.3195,1170.3195,that's fantastic playing,true,1531
ch28,1169.676,1172.676,shall i be do the violin at the same time?,true,2676
ch28,1175.8665,1178.8665,now go,true,439
ch28,1184.8775,1187.8775,we're gonna be in a band are we,true,1487
ch28,1187.257,1190.257,we got some wonderful instruments there haven't we,true,2272
ch28,1196.71,1199.71,maracas in there,true,1006
ch28,1198.476,1201.476,the keyboard,true,638
ch28,1199.276,1202.276,be careful that one's heavy,true,962
ch28,1200.3515,1203.3515,that's it,true,597
ch28,1206.2640000000001,1209.2640000000001,so it's a bit some of those were a bit like your instruments weren't they?,false,2622
ch28,1208.563,1211.563,what ones do you have?,false,1168
ch28,1210.2255,1213.2255,what ones do we just play with that you also have?,false,2157
ch28,1213.664,1216.664,yes you've got harmonica,false,1150
ch28,1215.4605000000001,1218.4605000000001,but your ones are what colour are your ones?,false,2443
ch28,1217.6545,1220.6545,they're silver aren't they,false,1071
ch28,1220.622,1223.622,and you've also got a keyboard,false,2700
ch28,1224.2595000000001,1227.2595000000001,you doing the harmonica?,false,733
ch28,1225.1965,1228.1965,<noise>,false,1141
ch28,1227.391,1230.391,and,false,1106
ch28,1230.319,1233.319,what what other instruments were there?,false,1526
ch28,1232.6205,1235.6205,what one has strings?,false,2105
ch28,1236.6265,1239.6265,which of those instruments has strings?,false,2013
ch28,1240.4125000000001,1243.4125000000001,well they what what it's on the violin,false,1765
ch28,1242.446,1245.446,does that not have strings?,false,1200
ch28,1244.3405,1247.3405,em,false,287
ch28,1244.7455,1247.7455,it does,false,523
ch28,1245.714,1248.714,that's what you put the bow across,false,1414
ch28,1247.359,1250.359,you go <noise>,false,1876
ch28,1249.112,1252.112,that's the violin,false,880
ch28,1251.6115,1254.6115,and do you remember the ones that did this?,false,1479
ch28,1253.7355,1256.7355,<noise>,false,1453
ch28,1255.0995,1258.0995,what are they called?,false,885
ch28,1256.2485,1259.2485,what were they called?,false,667
ch28,1257.125,1260.125,<noise>,false,828
ch28,1259.0545,1262.0545,casta,false,1475
ch28,1261.6290000000001,1264.6290000000001,castanets,false,962
ch28,1263.607,1266.607,<noise>,false,1302
ch28,1269.261,1272.261,they're called claves,false,1062
ch28,1271.142,1274.142,claves yeah,false,826
ch28,1272.1475,1275.1475,we don't have any of those,false,1185
ch28,1273.746,1276.746,you use to use them a lot at music group though,false,1680
ch28,1276.1905,1279.1905,hm,false,531
ch28,1278.0045,1281.0045,and the maracas,false,1981
ch28,1279.9270000000001,1282.9270000000001,you've lots of maracas haven't you?,false,1466
ch28,1283.098,1286.098,you've got lots of maracas in your toy box or instruments,false,2982
ch28,1285.7935,1288.7935,you've got the ones that have got different colour stripes,false,2409
ch28,1292.8020000000001,1295.8020000000001,with the little bit at the top that you can tap,false,1710
ch28,1294.7975000000001,1297.7975000000001,it's another one isn't it,false,1035
ch28,1296.0135,1299.0135,other maracas that you've got,false,1397
ch28,1305.9035000000001,1308.9035000000001,no?,false,507
ch28,1309.47,1312.47,you wouldn't like a violin?,false,1092
ch28,1310.7665,1313.7665,i think that violin was really cool,false,1501
ch28,1317.007,1320.007,you did play it,false,948
ch28,1321.7735,1324.7735,it's called the bow,false,1507
ch28,1323.6625000000001,1326.6625000000001,the bow,false,811
ch28,1324.258,1327.258,no?,false,380
ch28,1329.13,1332.13,what's your favourite instrument?,false,1386
ch28,1334.6595,1337.6595,coz you're vey good at playing the keyboard,false,1785
ch28,1336.401,1339.401,i've seen you playing that before,false,1424
ch28,1347.0745,1350.0745,what colour were the castanets?,false,2277
ch28,1348.538,1351.538,do you remember?,false,650
ch28,1351.103,1354.103,they were yellow,false,1212
ch28,1352.857,1355.857,and did you see they had different colour spots on them?,false,2296
ch28,1356.5835,1359.5835,what colour spots did you see on the on the castanets?,false,2581
ch28,1361.26,1364.26,that i saw i think i saw a blue spot,false,1944
ch28,1366.42,1369.42,and what colour was the harmonica?,false,1578
ch28,1372.5415,1375.5415,<laugh>,false,1049
ch28,1374.4055,1377.4055,it was a blue one wasn't it?,false,1937
ch28,1377.147,1380.147,and what colour,false,926
ch28,1384.0115,1387.0115,what colour was the violin,false,1199
ch28,1414.2515,1417.2515,we gonna talk some more about instruments,false,1601
ch28,1417.088,1420.088,what about those wooden ones,false,1788
ch28,1418.6165,1421.6165,do you remember the claves?,false,1269
ch28,1430.535,1433.535,and what about your keyboard,false,1608
ch28,1432.0335,1435.0335,it's a nice big red one isn't it,false,1389
ch28,1440.4965,1443.4965,wow,true,753
ch28,1441.4605000000001,1444.4605000000001,look at this,true,481
ch28,1442.3265000000001,1445.3265000000001,this looks tasty doesn't it?,true,1251
ch28,1444.7415,1447.7415,ha,true,831
ch28,1445.8980000000001,1448.8980000000001,wow,true,932
ch28,1448.1165,1451.1165,you going to cut me some food?,true,1169
ch28,1449.1965,1452.1965,what are you cooking,true,991
ch28,1451.068,1454.068,what's this you going to cook,true,1308
ch28,1452.873,1455.873,do you know what this is?,true,932
ch28,1457.32,1460.32,we ha you tried one the other day,true,1554
ch28,1459.3,1462.3,do you remember you tried one,true,954
ch28,1460.557,1463.557,and it had a big stone in the middle,true,1560
ch28,1462.473,1465.473,do you remember what it's called?,true,944
ch28,1467.3345,1470.3345,do you remember you had one from the fruit bowl,true,1593
ch28,1468.6770000000001,1471.6770000000001,and it had a big stone in it,true,1092
ch28,1469.903,1472.903,it's called an do you remember what it's called?,true,1360
ch28,1472.8255,1475.8255,it did have a stone,true,633
ch28,1473.719,1476.719,it's called an apricot,true,1154
ch28,1475.8645000000001,1478.8645000000001,yeah,true,389
ch28,1480.0825,1483.0825,you're gonna cook me some sausages?,true,1603
ch28,1481.0695,1484.0695,oh,true,209
ch28,1481.419,1484.419,brilliant,true,490
ch28,1483.1580000000001,1486.1580000000001,sausage can i also have an egg with my sausages please?,true,2638
ch28,1485.0910000000001,1488.0910000000001,sausages and eggs,true,1118
ch28,1487.0425,1490.0425,um,true,469
ch28,1489.258,1492.258,and i'd like a strawberry for dessert please?,true,2702
ch28,1491.5745,1494.5745,yeah,true,295
ch28,1492.174,1495.174,with some apricot,true,904
ch28,1494.93,1497.93,and have you ever seen one of these before?,true,1880
ch28,1496.813,1499.813,this vegetable,true,772
ch28,1499.2735,1502.2735,it's called a,true,681
ch28,1500.827,1503.827,do you remember from garden gang?,true,1328
ch28,1502.9545,1505.9545,what a what is this look like?,true,1431
ch28,1504.2440000000001,1507.2440000000001,who does it this look like?,true,1148
ch28,1505.6965,1508.6965,lucy leek,true,989
ch28,1508.0430000000001,1511.0430000000001,this is a leek,true,872
ch28,1511.2385,1514.2385,so it looks like lucy leek from the garden gang doesn't it?,true,2751
ch28,1514.3605,1517.3605,and have you ever had have you ever seen one of these before?,true,2607
ch28,1518.349,1521.349,this is called a pomegranate,true,2956
ch28,1522.5205,1525.5205,and what you do is when you cut the pomegranate inside,true,2581
ch28,1525.171,1528.171,it's got lots of red little berries that you can eat,true,2720
ch28,1528.328,1531.328,it's called a pomegranate,true,1626
ch28,1534.008,1537.008,you're going to make something to eat for us out of these things?,true,2104
ch28,1535.74,1538.74,okay what are you going to cook for me?,true,1360
ch28,1539.2755,1542.2755,oh,true,183
ch28,1539.6385,1542.6385,wow,true,543
ch28,1540.306,1543.306,tasty,true,792
ch28,1541.839,1544.839,do we eat them together?,true,964
ch28,1543.295,1546.295,um,true,340
ch28,1544.213,1547.213,let me try some of that apricot,true,1496
ch28,1545.5900000000001,1548.5900000000001,<noise>,true,1258
ch28,1546.3265000000001,1549.3265000000001,um,true,215
ch28,1546.8905,1549.8905,lovely and sweet,true,913
ch28,1548.0405,1551.0405,do you want some apricot?,true,1387
ch28,1550.518,1553.518,make sure you don't eat the stone in the middle,true,1678
ch28,1554.068,1557.068,you got the stone out,true,946
ch28,1554.794,1557.794,brilliant,true,506
ch28,1556.8015,1559.8015,and this is looks like a tasty sausage,true,1975
ch28,1558.5295,1561.5295,<noise>,true,919
ch28,1559.5145,1562.5145,um,true,727
ch28,1560.477,1563.477,cooked to perfection,true,1198
ch28,1561.6055000000001,1564.6055000000001,here you go,true,721
ch28,1564.1975,1567.1975,can i have some of that pomegranate please?,true,1657
ch28,1565.7825,1568.7825,could you pass me the pomegranate?,true,1513
ch28,1568.8400000000001,1571.8400000000001,where is the pomegranate,true,1042
ch28,1569.776,1572.776,that's the one,true,830
ch28,1570.396,1573.396,thank you,true,410
ch28,1571.1955,1574.1955,i'll cut it in half,true,1189
ch28,1573.224,1576.224,<noise>,true,562
ch28,1574.258,1577.258,there's half for you,true,958
ch28,1576.03,1579.03,and half for me,true,658
ch28,1576.9285,1579.9285,we take all the berries out,true,1139
ch28,1578.588,1581.588,you have to go <noise>,true,2180
ch28,1580.669,1583.669,yes you can do it,true,930
ch28,1583.6390000000001,1586.6390000000001,and then can i have some leek as well please?,true,2240
ch28,1586.589,1589.589,yeah let me try some of the leek,true,1576
ch28,1588.342,1591.342,where's the leek gone,true,856
ch28,1589.365,1592.365,that's it,true,540
ch28,1590.2445,1593.2445,let me try some leek,true,1219
ch28,1591.928,1594.928,this is a bit like an onion a leek,true,2148
ch28,1594.134,1597.134,but it's very big,true,942
ch28,1596.8205,1599.8205,and we've had it before in in soup leek and potato soup,true,2837
ch28,1599.614,1602.614,so you only go <noise>,true,1816
ch28,1600.736,1603.736,wo,true,428
ch28,1602.0645,1605.0645,oh,true,387
ch28,1602.432,1605.432,no,true,348
ch28,1603.1805,1606.1805,ah,true,727
ch28,1603.895,1606.895,there we go,true,550
ch28,1606.4505,1609.4505,so this is how we prepare the food for cooking,true,1937
ch28,1608.6825000000001,1611.6825000000001,we get enough and we go <noise> leek,true,1871
ch28,1610.443,1613.443,chop the leek cut nice and small,true,1650
ch28,1612.1480000000001,1615.1480000000001,<noise>,true,1356
ch28,1613.6445,1616.6445,there you go chief,true,961
ch28,1614.857,1617.857,can you put that in our casserole,true,1464
ch28,1618.724,1621.724,and do you want to chop up the sausage,true,1382
ch28,1620.641,1623.641,chop it up,true,434
ch28,1622.186,1625.186,and i will i'll crack the egg,true,2656
ch28,1624.1475,1627.1475,<noise>,true,775
ch28,1625.558,1628.558,that's it,true,540
ch28,1627.0765000000001,1630.0765000000001,you're gonna give a big mix together?,true,1347
ch28,1630.1125,1633.1125,and then i'm going to cut of the the strawberry,true,2819
ch28,1632.4270000000001,1635.4270000000001,<noise>,true,1512
ch28,1633.999,1636.999,and the apricot,true,920
ch28,1635.4295,1638.4295,do you want to open up the pomegranate,true,1381
ch28,1636.8285,1639.8285,<noise>,true,1163
ch28,1638.993,1641.993,and we put into a beautiful cake,true,1954
ch28,1650.4765,1653.4765,oh,false,487
ch28,1652.2450000000001,1655.2450000000001,so what would we be able to cook with all of those things?,false,2774
ch28,1656.285,1659.285,<laugh>,false,1432
ch28,1657.2785000000001,1660.2785000000001,so what do we have,false,555
ch28,1658.6905,1661.6905,what was the green one that was like lucy?,false,2269
ch28,1662.5895,1665.5895,oh,false,155
ch28,1663.175,1666.175,the there is a pomegranate,false,1016
ch28,1664.402,1667.402,the pomegranate is a fruit isn't it,false,1438
